#Buckets,Keys 1 - rep 1,Keys 1 - rep 2,Keys 1 - rep 3,Keys 3 - rep 1,Keys 3 - rep 2,Keys 3 - rep 3,Keys 6 - rep 1,Keys 6 - rep 2,Keys 6 - rep 3,Keys 9 - rep 1,Keys 9 - rep 2,Keys 9 - rep 3
4.2,280.2887100000007,319.3434899999993,296.46890999997413,347.074830000005,348.419699999984,362.34873000001244,419.73299999999654,378.1625400000048,511.9406999999992,475.87094999998953,485.43417000001136,519.8180400000019
4.3,274.3098300000056,271.06128000002354,262.87047000003076,351.5441399999836,351.65933999999834,353.7876600000018,394.65638999999646,375.9517799999812,435.8874600000054,464.38776000001235,476.9689500000095,496.65015000000494
4.4,221.8914900000018,295.6006799999959,279.03932999999233,363.78558000001794,364.9932899999985,362.67965999998705,396.86894999999276,366.99543000000995,412.25904000000446,435.9137400000036,469.9006199999967,481.5347400000028
4.5,231.3285299999916,261.62612999998237,262.09088999997766,286.54361999999674,373.8827700000038,340.9248599999919,343.3692600000031,377.66925000001356,384.3313200000048,383.3118899999972,477.17451000001165,420.3954000000049
4.6,290.1107700000066,310.48830000000453,284.773860000023,290.29841999997006,340.00011000000086,358.347960000021,288.85436999998274,360.75644999997894,376.56323999999586,387.3949199999988,465.3012599999747,412.59446999998545
4.7,262.8540900000153,290.9384999999893,290.31938999998965,320.9652000000351,308.66436000000976,353.37347999999474,316.9320300000254,306.2740500000218,367.8157799999972,370.8493199999866,398.4377400000012,408.73869000000195
4.8,274.0238099999915,291.1897800000079,329.8460399999967,321.2293499999869,329.28399000000354,321.23096999998234,292.80626999999004,350.8780499999848,343.28106000000844,382.9346100000039,443.5594200000123,412.3850399999974
4.9,263.6339399999997,267.1410600000163,290.2504500000141,307.97703000000183,326.4754499999981,367.28055000000313,332.27100000000064,315.1157400000084,316.0903499999913,365.95404000001145,409.88411999999516,462.1427100000037
5.0,247.79339999999502,257.8133699999962,267.6163499999893,307.2558599999975,329.64210000001185,316.15740000001824,303.7426199999936,305.105939999994,356.1318900000042,366.00669000000926,412.5575700000081,431.77418999999645
5.1,232.00785000001633,222.9122699999789,221.87367000000086,315.67014000001654,334.53449999997974,302.52077999999165,282.9861900000069,260.58996000001935,368.40113999997266,398.45078999998077,397.0064699999966,405.0594900000069
